goodsID,name,type,author,page_size,origin_price,preferential_price,publisher,comments_count,favorable_rate,publish_time
12377256,木偶奇遇记（《语文》推荐阅读丛书）,文学,[意] 卡洛·科洛迪 著,208,28.00,28.00,人民文学出版社,20万+,0.99,2018-06-01
10026618029946,正版唐诗三百首幼儿园早教启蒙全集彩图注音带拼音小学生完整版300首古诗词五言绝句少儿童书籍唐诗300首,文学,,unknown,99.00,26.80, 上海科学普及出版社,5000+,0.98,unknown
12339085,宝葫芦的秘密（《语文》推荐阅读丛书人民文学出版社）,文学,张天翼 著,175,23.00,23.00,人民文学出版社,20万+,0.99,2018-05-01
10021127493217,正版暂坐未删减版+废都矛盾文学奖获奖作品全集贾平凹社会小说书籍现当代文学小说作家书djys,文学,贾平凹 著,unknown,108.00,59.50,作家出版社,1000+,0.97,2020-09-01
12366219,世说新语选（《语文》推荐阅读丛书人民文学出版社）,文学,[南朝宋] 刘义庆 著,266,24.00,24.00,人民文学出版社,20万+,0.99,2018-06-01
11742317,名著名译精装：静静的顿河（套装1-4册）,文学,[苏联] 肖洛霍夫 著 金人 译,1714,158.00,158.00,人民文学出版社,10万+,0.99,2015-08-01
12093486,科学家故事100个[7-10岁],文学,叶永烈 著,398,29.00,27.60,长江文艺出版社,5万+,0.99,2017-01-01
12935666,山海经全集（全四卷羊皮封面精装典藏版全注全译绣像插图）,文学,刘向 著 秋泉 译,unknown,298.00,150.00,吉林文史出版社,5000+,0.98,2017-08-01
12226988,朗读者（套装1-3辑）,文学,董卿 编,unknown,156.00,120.90,人民文学出版社,10万+,0.99,2017-08-01
12721512,大侦探福尔摩斯小学生版第十辑套装全3册一年级二年级三年级四五六年级寒假课外阅读书籍知乎母婴盐究员七优推荐[7-10岁],文学,[中国香港] 厉河 著 心喜阅童书 编 [中国香港] 郑江辉 李少棠 绘,388,57.00,54.20,湖北教育出版社,20万+,0.99,2019-11-01
12082506,青鸟国际大奖儿童文学读物小学生三四五六年级课外阅读书籍青少年儿童必读名著故事书,文学,莫里斯·梅特林克 著 龚勋 编 龚勋 译,151,19.80,16.20,北京日报出版社,50万+,0.99,2019-03-01
12020233,吹牛大王历险记国际大奖儿童文学读物小学生三四五六年级课外阅读书籍青少年儿童必读名著故事书,文学,拉斯伯  毕尔格 著 龚勋 编,157,19.80,16.20,北京日报出版社,50万+,0.99,2018-08-01
13087292,那不勒斯四部曲：我的天才女友+新名字的故事+离开的 留下的+失踪的孩子（共4册）,文学,[意] 埃莱娜·费兰特 著 陈英 译,unknown,260.00,260.00,人民文学出版社,1万+,0.99,2018-07-01
12148017,胡桃夹子国际大奖儿童文学读物小学生三四五六年级课外阅读书籍青少年儿童必读名著故事书,文学,E.T.A.霍夫曼 著 龚勋 编,151,19.80,16.20,北京日报出版社,50万+,0.99,2017-06-01
12376514,名人传（《语文》推荐阅读丛书人民文学出版社）,文学,[法] 罗曼·罗兰 著,341,32.00,32.00,人民文学出版社,20万+,0.99,2018-06-01
11665921,名著名译精装：契诃夫短篇小说选,文学,[俄] 契诃夫 著 汝龙 译,720,46.00,46.00,人民文学出版社,10万+,0.99,2015-03-01
12455920,鲁迅经典全集：朝花夕拾+野草+呐喊+彷徨（套装共4册）,文学,鲁迅 著,1008,151.60,151.60,中国友谊出版公司,20万+,0.99,2018-09-01
16227268117,【正版包邮】哈利波特全集全套7册与魔法石死亡圣器J.K罗琳中文版纪念版,文学,[英] J.K.罗琳 著 马爱农 马爱新 译,unknown,438.00,289.00,人民文学出版社,100+,0.98,unknown
12106441,罗尔德·达尔作品典藏·查理和巧克力工厂[7-10岁],文学,[英] 罗尔德·达尔 著 著 任溶溶 译,220,22.00,21.60,明天出版社,50万+,0.99,2017-05-01
12287922,大侦探福尔摩斯小学生版第五辑套装全4册一年级二年级三年级四五六年级寒假课外阅读书籍知乎母婴盐究员七优推荐[7-10岁],文学,[中国香港] 厉河 著 心喜阅童书 编 [中国香港] 余远锽 绘,536,76.00,72.20,湖北教育出版社,1万+,0.99,2018-01-01
11838992,中外名人传记少年丛书（文白对照礼盒套装共28册）适合孩子读的传记读物 [11-14岁][11-14岁],文学,孙毓修 钱智修 林万里 著,unknown,490.00,436.00,团结出版社,2万+,0.99,2016-01-01
12167480,汪曾祺人间草木（精装珍藏版）,文学,汪曾祺 著,unknown,42.00,32.70,北京时代华文书局,5万+,0.99,2017-04-01
10884795,人间失格（太宰治灵魂之书 收录多部未删减代表作）,文学,[日] 太宰治 著 烨伊 译,234,25.00,18.80,武汉出版社,50万+,0.99,2011-12-01
11941728,自在独行：贾平凹的独行世界（畅销300万册的国民精神读本 中国作家协会推荐精读）,文学,贾平凹 著,320,39.00,39.00,长江文艺出版社,20万+,0.99,2016-06-01
10581114,我与地坛（纪念版）,文学,史铁生 著,234,29.00,18.20,人民文学出版社,10万+,0.99,2011-04-01
11443530,贾里贾梅大系：男生贾里全传[7-10岁],文学,秦文君 著,383,24.00,23.70,少年儿童出版社,10万+,0.99,2014-01-01
11681668,安徒生童话+格林童话+伊索寓言+一千零一夜（彩图注音版）（套装全4册）[7-10岁],文学,[丹麦] 安徒生 [德] 格林兄弟 [古希腊] 伊索 著 刘青文 编,560,60.00,42.60,北京教育出版社,20万+,0.99,2014-10-01
12411041,安徒生童话[7-10岁],文学,果麦文化 出品；（丹麦）汉斯·克里斯汀·安徒生 著 马嘉恺 译,unknown,138.00,138.00,云南美术出版社,20万+,0.99,2018-08-01
12349224,聊斋志异选（《语文》推荐阅读丛书人民文学出版社）,文学,[清] 蒲松龄 著,unknown,30.00,30.00,人民文学出版社,20万+,0.99,2018-05-01
12105371,昆虫记（青少版人民文学出版社）,文学,[法] 亨利·法布尔 著 陈筱卿 译,unknown,28.00,28.00,人民文学出版社,100万+,0.99,2017-07-01
12377256,木偶奇遇记（《语文》推荐阅读丛书）,文学,[意] 卡洛·科洛迪 著,208,28.00,28.00,人民文学出版社,20万+,0.99,2018-06-01
10026618029946,正版唐诗三百首幼儿园早教启蒙全集彩图注音带拼音小学生完整版300首古诗词五言绝句少儿童书籍唐诗300首,文学,,unknown,99.00,26.80, 上海科学普及出版社,5000+,0.98,unknown
12339085,宝葫芦的秘密（《语文》推荐阅读丛书人民文学出版社）,文学,张天翼 著,175,23.00,23.00,人民文学出版社,20万+,0.99,2018-05-01
10021127493217,正版暂坐未删减版+废都矛盾文学奖获奖作品全集贾平凹社会小说书籍现当代文学小说作家书djys,文学,贾平凹 著,unknown,108.00,59.50,作家出版社,1000+,0.97,2020-09-01
12366219,世说新语选（《语文》推荐阅读丛书人民文学出版社）,文学,[南朝宋] 刘义庆 著,266,24.00,24.00,人民文学出版社,20万+,0.99,2018-06-01
11742317,名著名译精装：静静的顿河（套装1-4册）,文学,[苏联] 肖洛霍夫 著 金人 译,1714,158.00,158.00,人民文学出版社,10万+,0.99,2015-08-01
12093486,科学家故事100个[7-10岁],文学,叶永烈 著,398,29.00,27.60,长江文艺出版社,5万+,0.99,2017-01-01
12935666,山海经全集（全四卷羊皮封面精装典藏版全注全译绣像插图）,文学,刘向 著 秋泉 译,unknown,298.00,150.00,吉林文史出版社,5000+,0.98,2017-08-01
12226988,朗读者（套装1-3辑）,文学,董卿 编,unknown,156.00,120.90,人民文学出版社,10万+,0.99,2017-08-01
12721512,大侦探福尔摩斯小学生版第十辑套装全3册一年级二年级三年级四五六年级寒假课外阅读书籍知乎母婴盐究员七优推荐[7-10岁],文学,[中国香港] 厉河 著 心喜阅童书 编 [中国香港] 郑江辉 李少棠 绘,388,57.00,54.20,湖北教育出版社,20万+,0.99,2019-11-01
12082506,青鸟国际大奖儿童文学读物小学生三四五六年级课外阅读书籍青少年儿童必读名著故事书,文学,莫里斯·梅特林克 著 龚勋 编 龚勋 译,151,19.80,16.20,北京日报出版社,50万+,0.99,2019-03-01
12020233,吹牛大王历险记国际大奖儿童文学读物小学生三四五六年级课外阅读书籍青少年儿童必读名著故事书,文学,拉斯伯  毕尔格 著 龚勋 编,157,19.80,16.20,北京日报出版社,50万+,0.99,2018-08-01
12289751,大侦探福尔摩斯小学生版第七辑套装全4册一年级二年级三年级四五六年级寒假课外阅读书籍知乎母婴盐究员七优推荐[7-10岁],文学,[中国香港] 厉河 著 心喜阅童书 编 [中国香港] 余远锽 绘,548,76.00,72.20,湖北教育出版社,20万+,0.99,2018-02-01
12031460,城南旧事/爸爸的花儿落了快乐读书吧小学生五六年级课外阅读初中教材节选,文学,林海音 著 立人 编,216,24.80,18.10,天地出版社,50万+,0.99,2016-08-01
12428539,列那狐的故事/快乐读书吧五年级上册爱阅读课程化丛书中小学儿童文学名著（无障碍阅读彩插本）,文学,玛特·艾·吉罗夫人 著,280,24.80,18.10,天地出版社,50万+,0.99,2018-05-01
12324768,曹文轩经典作品：丁丁当当（套装共7册）套装新版[11-14岁],文学,曹文轩 著,1184,126.00,104.00,中国少年儿童出版社,2万+,0.99,2014-01-01
11234793,小猪唏哩呼噜（彩色注音版套装上下册）[7-10岁],文学,孙幼军 著 裘兆明 绘,308,50.00,42.00,春风文艺出版社,20万+,0.99,2013-10-01
12234840,爱你就像爱生命,文学,王小波 著,216,35.00,17.50,北京十月文艺出版社,20万+,0.99,2017-09-01
12711125,季羡林精品散文集珍藏版：心安即是归处+天真生活+孤独到深处（套装共3册）,文学,季羡林 著,unknown,147.00,114.30,古吴轩出版社,5万+,0.99,2020-05-01
12071883,小巴掌童话故事书（礼品盒装彩图注音版）张秋生著小学生一二三年级课外阅读书籍6-10岁儿童故事书[7-10岁],文学,张秋生 著,unknown,168.00,134.40,甘肃少年儿童出版社,10万+,0.99,2017-05-01
10020176480378,高中高一必读课外书籍名著读物红楼梦原著上下册乡土中国费孝通高中版人民文学出版社青少版唐吉诃德高二高三红楼梦乡土中国套装共3册,文学,费孝通 编,unknown,259.80,44.50,人民文学,1000+,0.98,2019-09-01
54186560336,米小圈上学记四年级全4册图书米小圈故事书童书儿童读物图书书籍儿童文学睡前故事书课外书少儿读物,文学,北猫 著 北猫 编,560,100.00,58.10,四川少年儿童出版社,5000+,0.98,2018-03-31
12866201,资治通鉴中的历史课全5册+写给青少年的史记全5册（共10册）中小学生必读历史文学著作[8-15岁],文学,贺林 弘丰 著,unknown,256.00,227.80,吉林文史出版社,500+,0.97,2021-02-01
11798021,我和小姐姐克拉拉（经典完整版套装共3册）[7-10岁],文学,[德] 迪米特尔.茵可夫 著 程玮 译,unknown,48.00,45.20,二十一世纪出版社,10万+,0.99,2015-09-01
12844370,冰心三部曲冰心儿童文学全集：寄小读者+繁星·春水+小桔灯（套装共3册）中小学生阅读名篇现代小说散文作品诗歌全集,文学,冰心 著,unknown,85.40,62.30,江苏凤凰文艺出版社,20万+,0.98,2020-05-01
12574757,小英雄雨来/六年级上册快乐读书吧四年级下册选篇青少版儿童文学名著阅读无障碍彩插版,文学,管桦 著,154,24.80,18.10,民主与建设出版社,50万+,0.99,2019-09-01
19196496110,舒克贝塔传全十册皮皮鲁总动员系列舒克和贝塔传和贝塔的故事历险记郑渊洁,文学,郑渊洁 著,unknown,200.00,99.00,浙江少年儿童出版社,5000+,0.99,2017-08-01
12741552,长征+抗日英雄+英雄人物+小英雄雨来+雷锋（共8册）小学生课外阅读书籍世界经典文学名著儿童故事书,文学,管桦 等 著,121,80.00,64.00,汕头大学出版社,1万+,0.99,2018-08-01
12363497,绿野仙踪(经典名家全译本精装全彩珍藏版)【果麦经典】[7-10岁],文学,果麦文化 出品；（美）莱曼·弗兰克·鲍姆 著 马爱农 译,unknown,68.00,68.00,江西人民出版社,20万+,0.99,2018-05-01
11665607,蒋勋说唐诗+蒋勋说宋词（修订版套装共2册）文学名家名著中信出版社,文学,蒋勋 著,512,79.60,71.60,中信出版社,5万+,0.99,2014-09-01
12376534,唐诗三百首详析（《语文》推荐阅读丛书人民文学出版社）,文学,人民文学出版社编辑部 编,482,39.00,39.00,人民文学出版社,20万+,0.99,2018-06-01
11892161,巨人的陨落（共3册）（通宵小说大师肯·福莱特世纪三部曲 全球读者平均3个通宵读完！） [FallofGiants],文学,肯·福莱特 著 于大卫 译,unknown,129.80,129.80,江苏凤凰文艺出版社,20万+,0.99,2016-10-01
12193071,儿童哲学智慧书全集（套装全9册）[6-10岁],文学,[法] 奥斯卡·柏尼菲 著 [法] 卡特琳娜·莫里斯 [法] 弗雷德里克·贝纳格利亚 [法] 雷米·顾荣 等 绘,unknown,178.20,178.20,接力出版社,2万+,0.99,2009-10-01
10029810093307,西南联大随机签名重走在公路、河流和驿道上寻找西南联大杨潇,文学,杨潇 著,unknown,174.00,-1.00,上海文艺出版社,200+,0.97,2021-05-01
11758939,世界经典立体书珍藏版：小王子[3-6岁],文学,[法] 安东尼·德·圣埃克苏佩里 著 黄荭 译,60,288.00,220.00,陕西人民教育出版社,20万+,0.98,2015-09-01
12341584,大林和小林曹文轩推荐儿童文学经典书系新老版随机发货,文学,张天翼 著,320,22.80,17.10,北京教育出版社,50万+,0.99,2018-05-01
10031220421113,大语文那些事儿+你好 小学数学全套16册小学生儿童语文数学科普启蒙漫画书籍图书,文学,赵旭 著,unknown,390.00,150.00,北京理工大学出版社,47,1.0,2020-10-01
11596972,莎士比亚全集（套装1-11卷纪念版）,文学,[英] 威廉·莎士比亚 著 [英] 约翰·吉尔伯特勋爵 绘 朱生豪 译,4400,398.00,308.50,人民文学出版社,5万+,0.99,2014-12-01
12340795,有故事的汉字（全4辑套装全12册）[7-10岁],文学,邱昭瑜 苏真 著,unknown,342.00,282.00,青岛出版社,10万+,0.99,2018-06-01
12082504,柳林风声国际大奖儿童文学读物小学生三四五六年级课外阅读书籍青少年儿童必读名著故事书,文学,[英] 肯尼斯·格雷厄姆 著 龚勋 编,151,19.80,15.80,北京日报出版社,50万+,0.99,2019-08-01
12331496,鲁迅文学全集（套装共4册）,文学,鲁迅 著,2160,304.00,304.00,中国友谊出版公司,2万+,0.99,2018-04-01
12214612,罗尔德·达尔作品典藏·了不起的狐狸爸爸[7-10岁],文学,[英] 罗尔德·达尔 著 代维 译,112,15.00,14.80,明天出版社,50万+,0.99,2017-05-01
12863195,小学生经典名著阅读（套装共10本）彩图注音版一二三四年级必读课外读物儿童文学世界名著阅读书籍[6-12岁],文学,徐海丽 著,unknown,158.00,121.70,中译出版社,2000+,0.97,2021-05-01
71062981404,读客半小时漫画唐诗宋词（全4册）（漫画科普开创者二混子新作！别光笑！有考点！）古诗词唐诗三百首,文学,,unknown,209.60,104.80,出版社,2000+,0.99,unknown
11906664,帽子的秘密/百年百部经典书系小学3-4年级阅读拓展书目[7-10岁],文学,柯岩 著,325,26.00,26.00,长江少年儿童出版社,10万+,0.99,2016-04-01
12318817,福尔摩斯探案集小学生版全集10册儿童读物青少年侦探小说[7-10岁],文学,[英] 柯南.道尔 著,unknown,198.00,64.30,天津人民美术出版社,2万+,0.99,2017-02-01
11757204,果麦经典：浮生六记（畅销300万册 张佳玮优美译文 沈复给芸娘的绝美情书；蝉联京东图书年度十大畅销书）,文学,沈复 著 张佳玮 译,217,32.00,32.00,天津人民出版社,100万+,0.99,2015-08-01
12755857,脑筋急转弯300则超厚本彩图注音版一年级二年级三年级课外阅读世界儿童文学经典七色光童书坊,文学,崔钟雷 著,unknown,25.80,19.40,黑龙江美术出版社,1万+,0.99,2020-08-01
11903281,推开窗子看见你/百年百部经典书系小学3-4年级阅读拓展书目[7-10岁],文学,金波 著,unknown,26.00,26.00,长江少年儿童出版社,10万+,0.99,2016-04-01
70322519349,【赠书签】文化苦旅+行者无疆+千年一叹+中国文脉余秋雨散文作品集,文学,余秋雨 著,unknown,208.00,99.00,北京联合出版社,500+,0.99,2020-03-01
12688337,天真生活（季羡林精品散文精选。季羡林一生自在的活法。贾平凹、杨澜、白岩松、金庸、林青霞诚意推荐）,文学,季羡林 著,252,49.00,36.80,古吴轩出版社,5万+,0.99,2020-07-01
13047294,凯叔封神演义全集（套装5册）[7-12岁],文学,凯叔 著,unknown,164.00,125.00,湖南文艺出版社,2万+,0.99,2020-12-01
12289751,大侦探福尔摩斯小学生版第七辑套装全4册一年级二年级三年级四五六年级寒假课外阅读书籍知乎母婴盐究员七优推荐[7-10岁],文学,[中国香港] 厉河 著 心喜阅童书 编 [中国香港] 余远锽 绘,548,76.00,72.20,湖北教育出版社,20万+,0.99,2018-02-01
12031460,城南旧事/爸爸的花儿落了快乐读书吧小学生五六年级课外阅读初中教材节选,文学,林海音 著 立人 编,216,24.80,18.10,天地出版社,50万+,0.99,2016-08-01
12428539,列那狐的故事/快乐读书吧五年级上册爱阅读课程化丛书中小学儿童文学名著（无障碍阅读彩插本）,文学,玛特·艾·吉罗夫人 著,280,24.80,18.10,天地出版社,50万+,0.99,2018-05-01
12324768,曹文轩经典作品：丁丁当当（套装共7册）套装新版[11-14岁],文学,曹文轩 著,1184,126.00,104.00,中国少年儿童出版社,2万+,0.99,2014-01-01
11234793,小猪唏哩呼噜（彩色注音版套装上下册）[7-10岁],文学,孙幼军 著 裘兆明 绘,308,50.00,42.00,春风文艺出版社,20万+,0.99,2013-10-01
12234840,爱你就像爱生命,文学,王小波 著,216,35.00,17.50,北京十月文艺出版社,20万+,0.99,2017-09-01
12711125,季羡林精品散文集珍藏版：心安即是归处+天真生活+孤独到深处（套装共3册）,文学,季羡林 著,unknown,147.00,114.30,古吴轩出版社,5万+,0.99,2020-05-01
12071883,小巴掌童话故事书（礼品盒装彩图注音版）张秋生著小学生一二三年级课外阅读书籍6-10岁儿童故事书[7-10岁],文学,张秋生 著,unknown,168.00,134.40,甘肃少年儿童出版社,10万+,0.99,2017-05-01
10020176480378,高中高一必读课外书籍名著读物红楼梦原著上下册乡土中国费孝通高中版人民文学出版社青少版唐吉诃德高二高三红楼梦乡土中国套装共3册,文学,费孝通 编,unknown,259.80,44.50,人民文学,1000+,0.98,2019-09-01
54186560336,米小圈上学记四年级全4册图书米小圈故事书童书儿童读物图书书籍儿童文学睡前故事书课外书少儿读物,文学,北猫 著 北猫 编,560,100.00,58.10,四川少年儿童出版社,5000+,0.98,2018-03-31
12866201,资治通鉴中的历史课全5册+写给青少年的史记全5册（共10册）中小学生必读历史文学著作[8-15岁],文学,贺林 弘丰 著,unknown,256.00,227.80,吉林文史出版社,500+,0.97,2021-02-01
11798021,我和小姐姐克拉拉（经典完整版套装共3册）[7-10岁],文学,[德] 迪米特尔.茵可夫 著 程玮 译,unknown,48.00,45.20,二十一世纪出版社,10万+,0.99,2015-09-01
12844370,冰心三部曲冰心儿童文学全集：寄小读者+繁星·春水+小桔灯（套装共3册）中小学生阅读名篇现代小说散文作品诗歌全集,文学,冰心 著,unknown,85.40,62.30,江苏凤凰文艺出版社,20万+,0.98,2020-05-01
12574757,小英雄雨来/六年级上册快乐读书吧四年级下册选篇青少版儿童文学名著阅读无障碍彩插版,文学,管桦 著,154,24.80,18.10,民主与建设出版社,50万+,0.99,2019-09-01
19196496110,舒克贝塔传全十册皮皮鲁总动员系列舒克和贝塔传和贝塔的故事历险记郑渊洁,文学,郑渊洁 著,unknown,200.00,99.00,浙江少年儿童出版社,5000+,0.99,2017-08-01
12741552,长征+抗日英雄+英雄人物+小英雄雨来+雷锋（共8册）小学生课外阅读书籍世界经典文学名著儿童故事书,文学,管桦 等 著,121,80.00,64.00,汕头大学出版社,1万+,0.99,2018-08-01
12363497,绿野仙踪(经典名家全译本精装全彩珍藏版)【果麦经典】[7-10岁],文学,果麦文化 出品；（美）莱曼·弗兰克·鲍姆 著 马爱农 译,unknown,68.00,68.00,江西人民出版社,20万+,0.99,2018-05-01
11665607,蒋勋说唐诗+蒋勋说宋词（修订版套装共2册）文学名家名著中信出版社,文学,蒋勋 著,512,79.60,71.60,中信出版社,5万+,0.99,2014-09-01
12376534,唐诗三百首详析（《语文》推荐阅读丛书人民文学出版社）,文学,人民文学出版社编辑部 编,482,39.00,39.00,人民文学出版社,20万+,0.99,2018-06-01
11892161,巨人的陨落（共3册）（通宵小说大师肯·福莱特世纪三部曲 全球读者平均3个通宵读完！） [FallofGiants],文学,肯·福莱特 著 于大卫 译,unknown,129.80,129.80,江苏凤凰文艺出版社,20万+,0.99,2016-10-01
11738954,三国演义（注音版）/少儿课外阅读书金典六年级推荐课外阅读书[7-10岁],文学,侯海博 编,unknown,45.00,33.80,北京联合出版公司,unknown,unknown,2015-07-01
11903283,孙悟空在我们村里/百年百部经典书系小学3-4年级阅读拓展书目[7-10岁],文学,郭风 著,unknown,20.00,20.00,长江少年儿童出版社,10万+,0.99,2016-04-01
12376516,百万英镑：马克·吐温中短篇小说选（《语文》推荐阅读书人民文学出社）,文学,[美] 马克·吐温 著 叶冬心 译,462,35.00,35.00,人民文学出版社,20万+,0.99,2018-06-01
11648695,国内大奖书系：吃黑夜的大象（注音全彩美绘）入选中小学生阅读指导书目[7-10岁],文学,白冰 著,126,19.00,16.00,春风文艺出版社,5万+,0.99,2015-03-01
12049982,鲁迅文集精选：朝花夕拾+彷徨+呐喊+故事新编+野草+杂文集（共6册）,文学,鲁迅 著,unknown,175.00,175.00,天津人民出版社,50万+,0.99,2016-10-01
12114021,文学名著·经典译林：大卫.科波菲尔（新版）,文学,[英] 查尔斯·狄更斯 著 宋兆霖 译,882,65.00,65.00,译林出版社,5000+,0.99,2017-05-01
