goodsID,name,type,author,page_size,origin_price,preferential_price,publisher,comments_count,favorable_rate,publish_time
12652504,正则表达式必知必会修订版(图灵出品),编程,[美] 本·福塔（Ben Forta） 著 门佳 杨涛 等 译,123,39.00,26.20,人民邮电出版社,10万+,0.98,2019-07-01
12669952,恰如其分的软件架构（GeorgeFairbanks）,编程,George Fairbanks 著,unknown,99.90,94.00,华中科技大学出版社,2000+,0.98,2018-01-01
12553807,Tomcat与JavaWeb开发技术详解（第3版）（含DVD光盘1张）,编程,孙卫琴 著,804,129.00,129.00,电子工业出版社,2000+,0.97,2019-07-01
13269378,零基础C++学习笔记,编程,明日科技 著,396,108.00,48.60,电子工业出版社,2000+,0.99,2021-03-01
12817595,Python从小白到大牛（第2版）,编程,关东升 著,472,99.00,78.20,清华大学出版社,1万+,0.99,2021-03-01
12982144,Python安全攻防：渗透测试实战指南,编程,吴涛 方嘉明 吴荣德 徐焱 著,296,99.00,65.30,机械工业出版社,2万+,0.99,2020-09-01
12821473,Android编程权威指南第4版,编程,[美] 克莉丝汀·马西卡诺（Kristin Marsicano） 著 王明发 译,538,139.00,93.10,人民邮电出版社,2万+,0.98,2021-03-01
12739803,图解云计算架构基础设施和API,编程,[日] 平山毅 中岛伦明 中井悦司 著 胡屹 译,357,79.00,53.00,人民邮电出版社,500+,1.0,2020-09-01
12883028,JavaScript语言精髓与编程实践（第3版）(博文视点出品),编程,周爱民 著,776,144.00,144.00,电子工业出版社,2万+,0.98,2020-06-01
12762164,青少年Python创意编程趣味课堂（微课版）,编程,梁祥 王芳 著 方其桂 梁祥 王芳 编,256,69.80,52.70,清华大学出版社,1万+,0.99,2019-11-01
12778764,编程猫中国孩子的编程学习读本：玩着也能学编程+玩着也能学Python（套装共2册）,编程,编程猫教材与出版中心 著,500,176.00,176.00,江苏凤凰科学技术出版社,5万+,0.99,2019-12-01
12834177,疯狂Java面试讲义—数据结构、算法与技术素养(博文视点出品),编程,李刚 著,452,108.00,108.00,电子工业出版社,2万+,0.98,2021-04-01
13036154,MySQL技术大全：开发、优化与运维实战（视频教学版）,编程,冰河 著,760,199.00,131.30,机械工业出版社,5万+,0.98,2021-01-01
12811479,PLC结构化文本编程（清华开发者书库）,编程,傅磊 著,280,69.00,54.50,清华大学出版社,200+,0.98,2021-02-01
12951706,弹性计算：无处不在的算力（全彩）(博文视点出品),编程,阿里云基础产品委员会 著,424,129.00,129.00,电子工业出版社,1万+,0.99,2020-08-01
12969390,领域驱动设计软件核心复杂性应对之道英文版(异步图书出品),编程,埃里克·埃文斯（Eric Evans） 著,517,99.00,99.00,人民邮电出版社,200+,1.0,2020-09-01
55009388586,Go语言高级编程+Go语言核心编程2册golang教程实战自学基础入门精通实践开发Go语言编程,编程,,unknown,168.00,105.00,人民邮电出版社,200+,1.0,unknown
12088317,CUDAC编程权威指南,编程,[美] 程润伟（John Cheng） 著 颜成钢 译,412,99.00,71.00,机械工业出版社,1万+,0.98,2017-06-01
11362600,计算机科学丛书·应用密码学：协议、算法与C源程序（原书第2版）,编程,[美] Bruce Schneier 著 吴世忠 祝世雄 张文政 等 译,unknown,79.00,52.10,机械工业出版社,2000+,0.98,2013-11-01
12485427,中文版LabVIEW2018从入门到精通（实战案例版）,编程,天工在线 著,unknown,89.80,89.80,中国水利水电出版社,5万+,0.98,2019-01-01
12762989,C++新经典：LinuxC++通信架构实战,编程,王健伟 著,408,99.00,73.20,清华大学出版社,1000+,0.98,2020-11-01
12971658,数据分析之图算法基于Spark和Neo4j(图灵出品）,编程,马克·尼达姆（Mark Needham） 埃米·E. 霍德勒（Amy E. Hodler） 著 唐富年 译,195,79.00,54.90,人民邮电出版社,500+,1.0,2020-09-01
13214756,Unity3D脚本编程与游戏开发,编程,马遥 沈琰 著,352,79.90,79.90,人民邮电出版社,5000+,0.98,2021-05-01
12680075,SpringBoot技术内幕：架构设计与实现原理,编程,朱智胜 著,258,79.00,54.50,机械工业出版社,10万+,0.98,2020-07-01
12953450,IntelliJIDEA入门与实战,编程,黄文毅 罗军 著,267,79.00,54.50,清华大学出版社,1000+,0.97,2020-09-01
12784289,饿了么质量体系搭建实战：软件测试质量保障工程效率实践指南,编程,张丙振 檀飞翔 等 著,272,89.00,58.70,机械工业出版社,1万+,0.98,2020-12-01
11485222,Python计算机视觉编程(图灵出品),编程,[美] Jan Erik Solem 著 朱文涛 袁勇 译,265,69.00,46.30,人民邮电出版社,5000+,0.99,2014-06-01
13205516,Mathematica实用编程指南,编程,等 著 Wolfram传媒汉化小组 译,440,148.00,116.90,科学出版社,2000+,0.99,2018-06-01
12610902,Java多线程编程核心技术（第2版）,编程,高洪岩 著,442,99.00,68.30,机械工业出版社,10万+,0.98,2019-05-01
13061724,Vue.js+Node.js开发实战：从入门到项目上线,编程,张帆 著,320,89.00,76.30,机械工业出版社,2000+,0.97,2020-12-01
12997078,Qt5/PyQt5实战指南：手把手教你掌握100个精彩案例,编程,白振勇 著,593,129.00,95.40,清华大学出版社,500+,0.93,2020-10-01
13143290,算法竞赛入门经典（第二版）+训练指南+习题与解答套装共3册,编程,刘汝佳 陈锋 著,unknown,172.40,170.10,清华大学出版社,41,1.0,2014-06-01
12827760,零基础轻松学C++：青少年趣味编程（全彩版）,编程,快学习教育 著,unknown,69.80,69.80,机械工业出版社,500+,0.98,2020-04-01
11655699,华章OpenGLES3.0编程指南（原书第2版）,编程,Dan Ginsburg Budi Purnomo Dave Shreine 著 姚军 译,516,79.00,57.90,机械工业出版社,2万+,0.98,2015-02-01
12510921,深入理解Android：Java虚拟机ART[UnderstandingAndroidInternals:ARTJVM],编程,邓凡平 著,928,169.00,131.20,机械工业出版社,1000+,0.96,2019-04-01
12685249,Go语言编程之旅：一起用Go做项目(博文视点出品),编程,陈剑煜   徐新华 著,500,108.00,108.00,电子工业出版社,1万+,0.98,2020-07-01
12939784,WebRTCNative开发实战,编程,许建林 著,322,89.00,65.80,清华大学出版社,500+,0.88,2020-08-01
10790734,C++编程思想（两卷合订本）,编程,[美] Bruce Eckel Chuck Allison 著 刘宗田 等 译,927,116.00,76.60,机械工业出版社,5000+,0.98,2011-07-01
12892368,敏捷整洁之道回归本源(异步图书出品),编程,罗伯特·C. 马丁（Robert C. Martin） 著 申健 何强 罗涛 译,216,69.00,69.00,人民邮电出版社,1000+,0.99,2020-07-01
12677489,C++新经典：对象模型,编程,王健伟 著,264,79.00,54.50,清华大学出版社,1000+,0.98,2020-06-01
12752623,Python爬虫数据分析黄金组合（京东套装共3册）,编程,明日科技 著,unknown,275.80,229.70,吉林大学出版社,5000+,0.98,unknown
12610002,Python量化交易(博文视点出品),编程,张杨飞 著,416,99.00,99.00,电子工业出版社,2万+,0.99,2019-05-01
12456107,疯狂Python讲义(博文视点出品),编程,李刚 著,648,118.00,118.00,电子工业出版社,2万+,0.98,2018-12-01
13065204,工控技术全书：PLC编程与综合应用（套装4册）,编程,向晓汉 著,unknown,372.00,372.00,化学工业出版社,21,1.0,2020-10-01
12837657,Python编程快速上手数据分析：Python学习手册上下册+利用Python进行数据分析套装共3册,编程,Mark Lutz Wes McKinney 著 秦鹤 林明 徐敬一 译,unknown,338.00,291.60,机械工业出版社,2万+,0.99,2018-11-01
12458274,Python编程从零基础到项目实战（微课视频版）,编程,刘瑜 著,412,79.80,79.80,中国水利水电出版社,2万+,0.98,2018-10-01
12749683,深入解析C#第4版,编程,[英] 乔恩·斯基特（Jon Skeet） 著 韩博 译,416,129.00,101.70,人民邮电出版社,5000+,0.98,2020-10-01
10393278,程序员修炼之道：从小工到专家(博文视点出品),编程,[美] 亨特（Andrew Hunt） [美] 托马斯（Daid Thomas） 著 马维达 译,272,55.00,55.00,电子工业出版社,5万+,0.98,2011-01-01
49101854329,设计模式可复用面向对象软件的基础典藏版华章图书计算机科学丛书,编程,[美] 埃里克·伽玛（ErichGamma）等 著,unknown,79.00,54.43,机械工业出版社,500+,0.98,2019-05-01
12673001,Python3.x网络爬虫从零基础到项目实战,编程,史卫亚 著,612,108.00,87.00,北京大学出版社,2000+,0.98,2020-05-01
13183476,R语言深度学习,编程,[美] 弗朗索瓦 肖莱（Francois Chollet） J 著 黄倩等 译,296,129.00,129.00,机械工业出版社,1万+,0.98,2021-03-01
13011852,网络工程师的Python之路：网络运维自动化实战(博文视点出品),编程,王印 著,300,79.00,79.00,电子工业出版社,5000+,0.98,2020-11-01
11894066593,剑指Offer：名企面试官精讲典型编程题（第2版）,编程,何海涛著 著,unknown,65.00,34.81,电子工业出版社,2000+,0.99,2017-05-01
12832371,编译器设计（第2版）,编程,[美] Keith D. Cooper Linda Torczon 著 郭旭 译,578,119.80,87.30,人民邮电出版社,2000+,0.99,2021-03-01
70730993646,【编程猫体系化教材】Python标准教程系列全套硬件算法数据人工智能,编程,,unknown,309.00,278.00,羊城晚报出版社,81,0.76,unknown
26386423856,Python基础教程第3版Python简明教程书籍Python编程从入门到实践灵程序设计丛书,编程,袁国忠... 编,unknown,99.00,44.60,人民邮电,500+,0.96,2018-02-01
12471597,RISC-V架构与嵌入式开发快速入门(异步图书出品),编程,胡振波 著,352,79.00,79.00,人民邮电出版社,5000+,0.98,2019-01-01
12675047,高效自动化测试平台：设计与开发实战(博文视点出品),编程,徐德晨 茹炳晟 著,452,106.00,106.00,电子工业出版社,1000+,0.95,2020-06-01
12293892,MATLAB编程指南/科学与工程计算技术丛书,编程,付文利 刘刚 著,763,110.00,81.30,清华大学出版社,2万+,0.98,2017-12-01
12368970,Java高并发编程详解：多线程与架构设计,编程,汪文君 著 著,379,89.00,69.10,机械工业出版社,10万+,0.98,2018-05-01
12450668,编程之美：微软技术面试心得(博文视点出品)[BeautyofProgramming],编程,《编程之美》小组 著,332,79.00,79.00,电子工业出版社,10万+,0.99,2018-11-01
13143016,程序员的数学基础课从理论到Python实践,编程,黄申 著,314,89.00,89.00,人民邮电出版社,1万+,0.99,2021-03-01
27153578967,现货正版深入浅出DPDK[图书]朱河清梁存铭胡雪焜曹水4951982,编程,朱河清 梁存铭 胡雪焜 曹水 著,267,69.00,69.00,机械工业出版社,500+,0.97,2016-05-01
13131798,深入浅出SpringSecurity,编程,王松 著,406,99.00,67.30,清华大学出版社,200+,1.0,2021-01-01
11410004,数据之美：一本书学会可视化设计,编程,[美] 邱南森 著,277,89.00,55.20,中国人民大学出版社,5000+,0.98,2014-03-01
12450812,Java并发编程之美(博文视点出品),编程,翟陆续 薛宾田 著,356,89.00,89.00,电子工业出版社,2万+,0.99,2018-10-01
70445819119,量化投资/交易四部曲：Python量化交易/零起点大数据与量化交易/基础搭建投资系统/技术分析实战正版全四册,编程,蔡立耑 张彦桥 何海群 著,unknown,425.00,288.00,电子工业出版社,100+,0.91,unknown
12629982,Python数据分析与数据化运营（第2版）,编程,宋天龙 著,549,129.00,100.10,机械工业出版社,5万+,0.99,2019-07-01
12623895,零基础快速入行入职软件测试工程师,编程,江楚 著,280,69.00,69.00,人民邮电出版社,1000+,0.97,2020-02-01
12844424,Python极简讲义：一本书入门数据分析与机器学习(博文视点出品),编程,张玉宏 著,588,128.00,128.00,电子工业出版社,5000+,0.98,2020-05-01
12111868,中文版CATIAV5R21完全实战技术手册,编程,秦琳晶 姜东梅 王晓坤 著,804,99.00,67.40,清华大学出版社,1万+,0.97,2016-12-01
12686111,深度探索C++14(博文视点出品),编程,[德] Peter Gottschling（彼得・哥特史林） 著 吴野 译,500,128.00,128.00,电子工业出版社,10万+,0.98,2020-07-01
12276070,深入分布式缓存：从原理到实践,编程,于君泽 曹洪伟 邱硕 等 著,396,99.00,65.30,机械工业出版社,1万+,0.98,2017-12-01
11689962,FinalCutProX10.1非线性编辑高级教程（全彩）,编程,[美] 布兰登 博伊金（Brendan Boykin） 著 黄亮 郭彦君 译,312,98.00,98.00,电子工业出版社,2000+,0.98,2015-05-01
12765114,PHP从入门到精通（第5版）/软件开发视频大讲堂,编程,明日科技 编,540,79.80,55.00,清华大学出版社,1万+,0.98,2019-12-01
12447082,领域驱动设计精粹(博文视点出品),编程,[美] Vaughn Vernon（沃恩弗农） 著 覃宇 笪磊 译,164,65.00,65.00,电子工业出版社,1万+,0.98,2018-09-01
13043594,Angular高级编程（第4版）[ProAngular9：BuildPowerfulandDynamicWebApps],编程,[英] 亚当·弗里曼（Adam Freeman） 著 陈磊 译,673,158.00,124.80,清华大学出版社,1万+,0.98,2021-01-01
12659446,在线广告：互联网广告系统的架构及算法计算广告商业化广告,编程,张亚东 著,306,69.80,47.50,清华大学出版社,2000+,0.98,2019-07-01
12816296,Flutter实战,编程,杜文 著,463,99.00,76.80,机械工业出版社,2000+,0.96,2020-03-01
45007517017,正版现货Spring揭秘Spring框架计算机编程源码深度解析软件开发人民邮电出版社,编程,,unknown,99.00,76.00,人民邮电出版社,200+,0.96,2009-09-01
12122571,JavaEE互联网轻量级框架整合开发SSM框架（SpringMVC+Spring+MyBatis）和Redis实现(博文视点出品),编程,杨开振 周吉文 梁华辉 谭茂华 著,688,119.00,119.00,电子工业出版社,2万+,0.98,2017-07-01
12876374,深入理解JVM字节码,编程,张亚 著,302,89.00,69.10,机械工业出版社,10万+,0.98,2020-06-01
67489735366,【包邮】零基础C++从入门到精通语言程序设计电脑编程零基础C++软件编程入门自学书籍R零基础C++从入门到精通,编程,零壹快学 著,484,89.00,37.40,广东人民出版社,2000+,0.97,2020-03-31
12786896,Python数学编程(异步图书出品),编程,阿米特·萨哈（Amit Saha） 著 许杨毅 刘旭华 译,190,59.00,59.00,人民邮电出版社,10万+,0.99,2020-01-01
46519471890,官方正版C++标准库（第2版）尼古拉·约祖蒂斯容器迭代器函数对象STL算法编程,编程,侯捷 译,unknown,228.00,125.40,电子工业出版社,60,1.0,2015-06-01
12271651,MATLABGUI程序设计/科学与工程计算技术丛书,编程,王广 邢林芳 著,490,99.00,73.20,清华大学出版社,2万+,0.98,2017-12-01
12873429,学Python不加班轻松实现办公自动化,编程,何华平 著,397,99.00,83.20,人民邮电出版社,10,1.0,2021-07-01
13265358,Go语言实战,编程,[美] 威廉·肯尼迪（William Kennedy）布赖恩·克特森（）布赖恩·克特森（Brian Ketelsen）埃里克·圣马丁（）埃里克·圣马丁（Erik St. Martin） 著 李兆海 译,224,69.80,69.80,人民邮电出版社,2万+,0.99,2021-04-01
12769064,基于FPGA与RISC-V的嵌入式系统设计,编程,顾长怡 著,336,118.00,89.20,清华大学出版社,500+,0.97,2020-01-01
10029660424410,Python数据可视化图书,编程,,unknown,228.00,180.10,科学出版社,10,1.0,2021-03-01
12794078,Python3反爬虫原理与绕过实战(图灵出品),编程,韦世东 著,377,89.00,59.60,人民邮电出版社,2000+,0.97,2020-01-01
12595466,iOS编程（第6版）,编程,Aaron Hillegass 著,unknown,112.90,106.30,华中科技大学出版社,1000+,0.97,2019-04-01
13123688,SAS数据统计分析与编程实践,编程,马文豪 李翔宇 著,468,99.00,93.20,中国铁道出版社,61,1.0,2021-01-01
11880788,ZooKeeper：分布式过程协同技术详解,编程,[美] Flavio Junqueira Benjamin Reed 著 谢超 译,209,69.00,45.50,机械工业出版社,5000+,0.98,2016-02-01
11896415,教孩子学编程Python语言版(异步图书出品),编程,[美] Bryson Payne 著 李军 译,250,59.00,59.00,人民邮电出版社,2万+,0.99,2016-03-01
12575090,Jenkins2权威指南(博文视点出品)[Jenkins2:UpandRunning],编程,[美] Brent Laster（布伦特·莱斯特） 著 郝树伟 石雪峰 雷涛 李华强 译,564,128.00,128.00,电子工业出版社,5000+,0.98,2019-04-01
12898592,深入理解Kotlin协程[UnderstandingKotlinCoroutine],编程,霍丙乾 著,236,79.00,52.10,机械工业出版社,2000+,0.97,2020-07-01
12056490,Vim实用技巧第2版(异步图书出品),编程,[英] Drew Neil（尼尔） 著 杨源 车文隆 译,289,59.00,59.00,人民邮电出版社,5000+,0.99,2016-11-01
12970240,数据分析通识(异步图书出品),编程,途索 著,293,69.00,69.00,人民邮电出版社,500+,1.0,2020-10-01
26795916510,鸿蒙应用开发实战张荣超鸿蒙开发技术学习书籍鸿蒙技术应用开发入门与实践教程书籍鸿蒙,编程,,unknown,79.00,36.00,人民邮电出版社,49,1.0,unknown
13265550,程序员必读算法经典之作：编程珠玑第2版+编程珠玑续（京东套装2册）,编程,乔恩·本特利（Jon Bentley） 著,476,108.00,108.00,人民邮电出版社,41,1.0,2021-04-01
12660976,智能优化算法与涌现计算,编程,李士勇 李研 林永茂 著,604,119.00,105.10,清华大学出版社,500+,0.96,2019-07-01
11676692,C++PrimerPlus（第6版）英文版（上下册）(异步图书出品),编程,[美] 史蒂芬·普拉达（Stephen Prata） 著,1420,128.00,128.00,人民邮电出版社,1000+,0.99,2015-04-01
10031947345348,鸿蒙应用开发实战张荣超鸿蒙技术学习书籍鸿蒙技术应用开发入门与实践教程书籍鸿蒙操作系统开发教,编程,张荣超 著,220,247.00,180.00,人民邮电出版社,13,1.0,2021-01-01
13009338,SpringCloud、Nginx高并发核心编程,编程,尼恩 著,464,119.00,78.50,机械工业出版社,200+,0.97,2020-10-01
12627549,CPrimerPlus第6版中文版习题解答(异步图书出品),编程,史蒂芬·普拉达（Stephen Prata） 曹良亮 编,332,79.00,79.00,人民邮电出版社,5万+,0.98,2020-02-01
12261129,深度学习框架PyTorch：入门与实践(博文视点出品),编程,陈云 著,300,65.00,65.00,电子工业出版社,2万+,0.98,2018-01-01
12655353,Node.js+Express+Vue.js项目开发实战,编程,张旭 著,460,129.00,110.60,机械工业出版社,2000+,0.97,2020-05-01
12832960,大数据Hadoop3.X分布式处理实战,编程,吴章勇 杨强 著,370,79.00,79.00,人民邮电出版社,500+,0.96,2020-04-01
12875586,MATLAB电磁场与微波技术仿真（科学与工程计算技术丛书）,编程,梅中磊 李月娥 马阿宁 著,392,69.00,47.00,清华大学出版社,2万+,0.98,2020-06-01
26842762836,你不知道的JavaScript（上卷+中卷+下卷）,编程,单业... 编,unknown,207.00,131.50,人民邮电,73,1.0,2018-01-01
12747591,C++Primer习题集（第5版）,编程,Stanley B.Lippman（斯坦利·李普曼） Josee Lajoie（约瑟·拉乔伊） Barbara E.Moo（芭芭拉·默） 著 王刚 译,528,109.00,95.50,电子工业出版社,10万+,0.98,2020-10-01
12662570,C语言从入门到项目实战（全程视频版）编程入门/IT计算机书籍,编程,王一萍 梁伟 李长荣 著,564,99.80,99.80,中国水利水电出版社,2万+,0.98,2019-09-01
71330144160,Spring微服务实战+Spring实战第5版+SpringBoot实战/图灵程,编程,[美] 克雷格·沃斯|译者：丁雪丰 编,unknown,237.00,189.60,人民邮电,18,1.0,2016-09-01
12837657,Python编程快速上手数据分析：Python学习手册上下册+利用Python进行数据分析套装共3册,编程,Mark Lutz Wes McKinney 著 秦鹤 林明 徐敬一 译,unknown,338.00,291.60,机械工业出版社,2万+,0.99,2018-11-01
12458274,Python编程从零基础到项目实战（微课视频版）,编程,刘瑜 著,412,79.80,79.80,中国水利水电出版社,2万+,0.98,2018-10-01
12749683,深入解析C#第4版,编程,[英] 乔恩·斯基特（Jon Skeet） 著 韩博 译,416,129.00,101.70,人民邮电出版社,5000+,0.98,2020-10-01
10393278,程序员修炼之道：从小工到专家(博文视点出品),编程,[美] 亨特（Andrew Hunt） [美] 托马斯（Daid Thomas） 著 马维达 译,272,55.00,55.00,电子工业出版社,5万+,0.98,2011-01-01
49101854329,设计模式可复用面向对象软件的基础典藏版华章图书计算机科学丛书,编程,[美] 埃里克·伽玛（ErichGamma）等 著,unknown,79.00,54.43,机械工业出版社,500+,0.98,2019-05-01
12673001,Python3.x网络爬虫从零基础到项目实战,编程,史卫亚 著,612,108.00,87.00,北京大学出版社,2000+,0.98,2020-05-01
